Unnamed: 0,id,original_language,title,overview,popularity,release_date,vote_average,vote_count
9188,109091,en,The Counselor,a lawyer finds himself in far over his head when he attempts to get involved in drug trafficking.,20.77,2013-10-25,5.27,1826
2134,284689,en,Testament of Youth,"testament of youth is a powerful story of love, war and remembrance, based on the first world war memoir by vera brittain, which has become the classic testimony of that war from a woman’s point of view. a searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times.",12.535,2014-10-14,7.271,737
4274,15849,en,The Mummy,an ancient egyptian priest named imhotep is revived when an archaeological expedition finds his mummy and one of the archaeologists accidentally reads an ancient life-giving spell. imhotep escapes from the field site and searches for the reincarnation of the soul of his lover.,19.69,1932-12-22,6.8,596
6909,18781,en,The Haunting in Connecticut,"when the campbell family moves to upstate connecticut, they soon learn that their charming victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred, but the owner's clairvoyant son jonah served as a demonic messenger, providing a gateway for spiritual entities to crossover.",19.142,2009-03-27,6.2,1077
5326,9276,en,The Faculty,"when some very creepy things start happening around school, the kids at herrington high make the chilling discovery that confirms their worst suspicions: their teachers really are from another planet!",32.91,1998-12-25,6.54,1924
7588,41215,en,Black Death,"as the plague decimates medieval europe, rumours circulate of a village immune from the plague. there is talk of a necromancer who leads the village and is able to raise the dead. a fearsome knight joined by a cohort of soldiers and a young monk are charged by the church to investigate. their journey is filled with danger, but it's upon entering the village that their true horror begins.",14.633,2010-06-07,6.023,836
1165,776,fr,The Rules of the Game,a weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances.,14.855,1939-07-09,7.537,566
961,650,en,Boyz n the Hood,boyz n the hood is the popular and successful film and social criticism from john singleton about the conditions in south central los angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,26.848,1991-07-12,7.613,1935
4613,862965,en,Emily the Criminal,"desperate for income, emily takes a shady gig buying goods with stolen credit cards supplied by a charismatic middleman named youcef. seduced by the quick cash and illicit thrills, they hatch a plan to take their business to the next level.",23.656,2022-08-12,6.7,785
5646,266285,da,The Salvation,"in 1870s america, a peaceful american settler kills his family's murderer which unleashes the fury of a notorious gang leader. his cowardly fellow townspeople then betray him, forcing him to hunt down the outlaws alone.",16.017,2014-05-22,6.474,836
2354,13368,en,White Christmas,two talented song-and-dance men team up after the war to become one of the hottest acts in show business. in time they befriend and become romantically involved with the beautiful haynes sisters who comprise a sister act.,26.709,1954-10-14,7.2,492
7079,58431,en,Pride and Prejudice and Zombies,"a zombie outbreak has fallen upon the land in this reimagining of jane austen's classic tale of the tangled relationships between lovers from different social classes in 19th century england. feisty heroine elizabeth bennet is a master of martial arts and weaponry and the handsome mr. darcy is a fierce zombie killer, yet the epitome of upper class prejudice. as the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",30.3,2016-02-04,6.145,2132
1094,335984,en,Blade Runner 2049,"thirty years after the events of the first film, a new blade runner, lapd officer k, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. k's discovery leads him on a quest to find rick deckard, a former lapd blade runner who has been missing for 30 years.",115.125,2017-10-04,7.564,13421
6034,606117,en,A Cinderella Story: Christmas Wish,"kat is an aspiring singer-songwriter who dreams of making it big. however, her dreams are stalled by her reality: a conniving and cruel stepfamily  and a demoralizing job working as a singing elf at billionaire terrence wintergarden’s santa land.",22.465,2019-10-15,6.4,686
7240,340102,en,The New Mutants,"five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",42.768,2020-04-02,6.1,3357
8614,371608,en,The Strangers: Prey at Night,"a family's road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. under the cover of darkness, three masked killers pay them a visit to test the family's every limit as they struggle to survive.",24.324,2018-03-07,5.664,1335
8730,434555,en,The Possession of Hannah Grace,"when a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.",24.983,2018-11-29,5.594,1308
8038,2310,en,Beowulf,"a 6th-century scandinavian warrior named beowulf embarks on a mission to slay the man-like ogre, grendel.",35.668,2007-11-05,5.893,2769
2167,11647,cn,Infernal Affairs II,"in this prequel to the original, a bloody power struggle among the triads coincides with the 1997 handover of hong kong, setting up the events of the first film.",19.335,2003-10-01,7.262,402
8033,500922,en,A Score to Settle,a former mob enforcer who is released from prison after serving 22 years for a crime he didn't commit sets out on a path for revenge against the people who wronged him.,18.14,2019-08-01,5.892,479
5107,1139829,en,Orion and the Dark,"a boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named dark.",88.928,2024-02-01,6.6,461
6140,7131,en,Van Helsing,famed monster slayer gabriel van helsing is dispatched to transylvania to assist the last of the valerious bloodline in defeating count dracula. anna valerious reveals that dracula has formed an unholy alliance with dr. frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,53.288,2004-05-03,6.37,5880
8556,397422,en,Rough Night,"five best friends from college reunite 10 years later for a wild bachelorette weekend in miami. their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.",30.744,2017-06-15,5.688,1963
9320,10477,en,Driven,"talented rookie race-car driver jimmy bly has started losing his focus and begins to slip in the race rankings. it's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as bly's romance with his arch rival's girlfriend sophia. with much riding on bly, car owner carl henry brings former racing star joe tanto on board to help bly. to drive bly back to the top of the rankings, tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",39.211,2001-04-27,5.11,704
2213,298115,en,Dragons: Dawn of the Dragon Racers,a hunt for a lost sheep turns into a competition between hiccup and friends as they compete to become the first dragon racing champion of berk.,24.168,2014-11-01,7.251,338
9540,9607,en,Super Mario Bros.,"mario and luigi, plumbers from brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. they're the only hope to save our universe from invasion by the dino dictator, koopa.",23.9,1993-05-28,4.408,1280
550,3078,en,It Happened One Night,a rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from florida to new york and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,20.324,1934-02-22,7.8,1216
2812,680531,fr,The Mad Women's Ball,a woman who is unfairly institutionalized at a paris asylum plots to escape with the help of one of its nurses. based on the novel 'le bal des folles' by victoria mas.,18.01,2021-09-12,7.105,301
8771,658777,de,Freaks – You're One of Us,"after having a chance encounter with a mysterious character, wendy, a young working class mother, discovers that she has super powers.",18.021,2020-09-02,5.573,327
136,592350,ja,My Hero Academia: Heroes Rising,"class 1-a visits nabu island where they finally get to do some real hero work. the place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable quirk! his power is eerily familiar, and it looks like shigaraki had a hand in the plan. but with all might retired and citizens' lives on the line, there's no time for questions. deku and his friends are the next generation of heroes, and they're the island's only hope.",38.112,2019-12-20,8.178,1137
2247,11816,en,On Golden Pond,"for norman and ethel thayer, this summer on golden pond is filled with conflict and resolution. when their daughter chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years.",13.56,1981-12-04,7.244,452
9115,226486,en,Tammy,"for tammy, a burger-joint employee, a bad day keeps getting worse. she wrecks her car, loses her job and finds that her husband has been unfaithful. it's time for tammy to hit the road, but without money or transportation, her options are limited. her only choice is a road trip with her hard-drinking grandmother, pearl, who has a car, cash and an itch to see niagara falls. it's not the escape tammy had in mind, but it may be what she needs.",17.384,2014-07-02,5.336,1192
6904,75638,en,Red Lights,"two investigators of paranormal hoaxes, the veteran dr. margaret matheson and her young assistant, tom buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. simon silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. tom starts to develop an intense obsession with silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. as tom gets closer to silver, tension mounts, and his worldview is threatened to its core.",22.223,2012-03-02,6.188,1221
8421,376865,en,High Life,a father and his daughter struggle to survive in deep space where they live in isolation.,19.79,2018-09-26,5.746,1066
6518,606625,en,Follow Me,"a social media personality travels with his friends to moscow to capture new content for his successful vlog. always pushing the limits and catering to a growing audience, they enter a cold world of mystery, excess, and danger. when the lines between real life and social media are blurred, the group must fight to escape, and survive.",21.564,2020-07-03,6.28,484
6584,10534,en,White Squall,"in 1960, a hardy group of prep school students boards an old-fashioned sailing ship. with capt. christopher sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. but the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",19.771,1996-02-02,6.268,351
5503,11400,en,The New World,a drama about explorer john smith and the clash between native americans and english settlers in the 17th century.,21.83,2005-12-25,6.5,1119
1271,85350,en,Boyhood,"the film tells a story of a divorced couple trying to raise their young son. the story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",25.178,2014-06-05,7.503,5082
7472,718400,en,The Vanished,"a family vacation takes a terrifying turn when parents paul and wendy discover their young daughter has vanished without a trace. stopping at nothing to find her, the search for the truth leads to a shocking revelation.",20.329,2020-08-21,6.051,312
5753,9422,en,A Civil Action,"jan schlickmann is a cynical lawyer who goes out to 'get rid of' a case, only to find out it is potentially worth millions. the case becomes his obsession, to the extent that he is willing to give up everything—including his career and his clients' goals—in order to continue the case against all odds.",16.789,1998-12-25,6.453,426
2603,787699,en,Wonka,"willy wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet willy wonka, anything is possible.",149.956,2023-12-06,7.154,3306
2550,11222,de,The American Friend,"tom ripley, an american who deals in forged art, is slighted at an auction in hamburg by picture framer jonathan zimmerman. when ripley is asked by gangster raoul minot to kill a rival, he suggests zimmerman, and the two, exploiting zimmerman's terminal illness, coerce him into being a hitman.",17.364,1977-06-24,7.169,355
8436,9886,en,Johnny Mnemonic,"in a dystopian 2021, johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. on one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. on a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",21.136,1995-05-26,5.7,1323
4899,9313,en,The Man in the Iron Mask,"years have passed since the three musketeers, aramis, athos and porthos, have fought together with their friend, d'artagnan. but with the tyrannical king louis using his power to wreak havoc in the kingdom while his twin brother, philippe, remains imprisoned, the musketeers reunite to abduct louis and replace him with philippe.",26.981,1998-03-12,6.64,3749
2242,11051,en,The Last Temptation of Christ,"jesus, a humble judean carpenter beginning to see that he is the son of god, is drawn into revolutionary action against the roman occupiers by judas -- despite his protestations that love, not violence, is the path to salvation. the burden of being the savior of mankind torments jesus throughout his life, leading him to doubt.",18.583,1988-05-28,7.2,1038
1956,15362,fr,Mesrine: Public Enemy #1,"the story of jacques mesrine, france's public enemy no. 1 during the 1970s. after nearly two decades of legendary criminal feats -- from multiple bank robberies and to prison breaks -- mesrine was gunned down by the french police in paris.",15.425,2008-11-19,7.317,854
3639,11205,cn,Wheels on Meals,"cousins thomas and david, owners of a mobile restaurant, team up with their friend moby, a bumbling private detective, to save the beautiful sylvia, a pickpocket.",26.143,1984-08-17,6.908,373
7381,44040,en,Devil,"a group of people are trapped in an elevator high above philadelphia, and one of them is the devil.",28.028,2010-09-16,6.077,2795
2065,44741,it,Malicious,"a widower and two of his sons become infatuated by their beautiful housekeeper, and all three set out to seduce her using their own unique methods.",25.159,1973-03-29,7.288,302
6323,30923,en,Alice in Wonderland,"alice follows a white rabbit down a rabbit-hole into a whimsical wonderland, where she meets characters like the delightful cheshire cat, the clumsy white knight, a rude caterpillar, and the hot-tempered queen of hearts and can grow ten feet tall or shrink to three inches. but will she ever be able to return home?",12.713,1999-02-28,6.327,333
